% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.694000000000e+001) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.707168231e+001 +2.013168231e+001 +2.013168231e+001 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
8 0 +3.213166868e+001 +1.519166868e+001 +1.519166868e+001 +9.5656e-001 -1.0520e+000 -3.2491e+000 +1.9310e-001 +4.6208e+000 +1.3194e+000 +3.1761e+000 +3.4527e+000 +4.9367e+000 -1.0115e+000 +1.7975e+000 +3.2236e+000 +4.7645e-001 +3.9510e+000 -4.9430e+000 -4.9442e+000 +3.0042e+000 -1.3020e-001 -1.8663e+000 -8.1022e-001
9 0 +2.488680460e+001 +7.946804605e+000 +7.946804605e+000 -1.7143e+000 -1.7690e+000 -2.5397e-001 +4.6677e+000 +2.3072e+000 -1.5149e+000 +2.3226e+000 -1.9571e+000 +4.2412e+000 -3.9913e+000 +1.8953e+000 +1.2087e+000 -1.3169e+000 +2.6233e+000 +4.4516e+000 +3.4562e+000 +2.2790e+000 -3.8665e+000 +4.8932e-001 -1.7779e-001
17 0 +2.432636952e+001 +7.386369516e+000 +7.386369516e+000 +4.1055e+000 +4.6385e+000 -3.4259e-001 +3.3878e+000 +3.4122e+000 -3.7562e+000 +3.6890e+000 +3.7003e+000 +4.4706e+000 -1.9586e+000 +1.9656e+000 -3.7892e+000 -4.6261e+000 +1.2090e+000 +1.9171e+000 +3.2336e+000 +8.2399e-001 -4.5368e+000 +3.1252e+000 +2.2299e+000
53 0 +1.888892065e+001 +1.948920646e+000 +1.948920646e+000 +4.7539e+000 +1.6080e+000 +1.8721e-001 -1.0619e+000 +3.7143e+000 -3.5703e+000 -3.8305e+000 +5.5149e-001 -3.1758e+000 -4.5818e+000 +3.7464e+000 -7.2422e-001 -8.9378e-001 -4.7569e+000 +9.6786e-001 +2.1850e+000 -2.3552e-002 -4.6391e+000 +1.2677e+000 +7.4408e-001
245 0 +1.467563165e+001 -2.264368354e+000 -2.264368354e+000 +4.9245e+000 +8.7531e-001 +6.1194e-001 -4.4296e-001 +3.5979e+000 -3.5030e+000 -2.8450e+000 +1.2252e-001 -2.2814e+000 -3.9807e+000 +3.7849e+000 -5.7246e-001 -8.0953e-001 -4.5904e+000 +7.1355e-001 +2.1614e+000 -2.3972e-001 -4.6095e+000 +4.5721e-001 +6.9619e-001
268 0 +9.147345937e+000 -7.792654063e+000 -7.792654063e+000 +4.1120e+000 +1.6734e+000 -6.1395e-001 -2.1952e+000 +2.4110e+000 +6.2567e-002 -1.0153e+000 -8.5819e-001 -2.9400e+000 -4.0451e+000 +3.2266e-001 -1.0747e+000 +1.7107e+000 -1.8457e+000 +4.9396e-001 +3.3188e+000 +2.0994e+000 -7.3324e-001 -1.6655e-001 +1.9793e+000
337 0 +9.004246991e+000 -7.935753009e+000 -7.935753009e+000 +3.7224e+000 +1.5369e+000 -1.1637e-001 -1.6064e+000 +2.0228e+000 -9.2437e-002 -1.3814e+000 -2.4348e-001 -2.6187e+000 -4.1596e+000 +6.5129e-001 -1.5505e+000 +1.0075e+000 -2.0689e+000 +4.0712e-001 +3.1410e+000 +1.9106e+000 -7.8947e-001 -5.1780e-001 +1.8894e+000
432 0 +8.651782877e+000 -8.288217123e+000 -8.288217123e+000 +4.4739e+000 +2.3964e+000 -7.4976e-001 -2.3899e+000 +3.0057e+000 -2.7518e-001 -7.3126e-001 +2.2312e-001 -3.2747e+000 -4.4247e+000 +4.5804e-001 -2.1272e+000 +4.8636e-001 -1.2160e+000 +8.3372e-001 +3.2895e+000 +3.2511e+000 +4.5388e-001 -5.3068e-001 +2.1815e+000
521 0 +7.871496038e+000 -9.068503962e+000 -9.068503962e+000 +2.8579e+000 +1.5523e+000 -4.7176e-001 -2.8410e+000 +2.2871e+000 -4.3314e-001 +1.1401e+000 -8.7691e-001 -3.0632e+000 -2.2914e+000 -4.0242e-002 -1.1275e+000 +4.2937e-001 +8.4011e-001 +1.3276e+000 +2.1407e+000 +3.2171e+000 +7.8909e-001 -6.3315e-001 +1.0667e+000
