% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.694000000000e+001) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.030607799e+001 +1.336607799e+001 +1.336607799e+001 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
2 0 +2.797813465e+001 +1.103813465e+001 +1.103813465e+001 -5.5988e-002 +4.4456e+000 +2.5340e+000 +4.4335e+000 -4.9932e+000 +2.1964e+000 +9.8542e-001 -6.5864e-001 +4.3292e+000 +2.6276e+000
7 0 +2.043492423e+001 +3.494924233e+000 +3.494924233e+000 +9.1959e-001 +2.6731e+000 -3.7396e+000 +2.3571e+000 +3.8344e+000 +7.6487e-001 +6.2968e-001 -3.9581e+000 -3.8149e-001 +1.2967e+000
32 0 +1.873155581e+001 +1.791555806e+000 +1.791555806e+000 +1.7330e+000 -2.1907e+000 +8.5225e-001 +3.3131e+000 +4.5537e+000 -4.7367e+000 -2.9599e-001 -3.4345e+000 +7.0883e-001 -9.9150e-001
45 0 +1.707911562e+001 +1.391156249e-001 +1.391156249e-001 +4.9729e+000 +5.2695e-001 +1.3346e+000 -2.0058e+000 +2.9377e+000 +2.0188e+000 +2.7813e+000 -2.6643e+000 +5.3203e-001 +1.8323e+000
82 0 +1.106374517e+001 -5.876254833e+000 -5.876254833e+000 +2.8074e+000 +2.6287e-001 -2.4634e+000 +4.4223e+000 -6.5643e-001 +5.1864e-001 +2.5231e+000 -4.0847e+000 +2.5105e+000 -1.0671e+000
218 0 +1.040644423e+001 -6.533555772e+000 -6.533555772e+000 +3.6938e+000 +1.2417e+000 -1.2047e+000 +4.5639e+000 +9.7057e-001 +2.8189e+000 +1.0635e+000 -2.4729e+000 +9.2817e-001 -3.2654e+000
452 0 +9.603357284e+000 -7.336642716e+000 -7.336642716e+000 +2.6787e+000 +1.1525e+000 +7.5656e-001 +3.3699e+000 -7.3897e-001 +1.7838e+000 +3.1895e+000 -2.3701e+000 +1.0861e+000 -3.8798e+000
475 0 +9.183061917e+000 -7.756938083e+000 -7.756938083e+000 +5.2308e+000 +2.8755e+000 -2.9640e+000 +1.4143e+000 +2.1694e+000 -3.4492e+000 +5.2688e-001 -4.4644e+000 -5.0707e+000 -1.3973e+000
486 0 +5.679955124e+000 -1.126004488e+001 -1.126004488e+001 +4.4238e+000 +2.9112e+000 -2.3290e+000 +3.2849e+000 +6.9658e-001 -6.2124e-001 +9.3123e-001 -1.3315e+000 -1.6453e+000 -2.6733e+000
606 0 +5.486710435e+000 -1.145328956e+001 -1.145328956e+001 +3.1623e+000 +1.9582e+000 -5.8522e-001 +1.5619e+000 +8.4972e-001 -1.1862e+000 +3.6264e+000 -1.0353e+000 +1.6325e+000 -3.1026e+000
727 0 +4.828763116e+000 -1.211123688e+001 -1.211123688e+001 +3.7779e+000 +2.5266e+000 -7.6812e-001 +1.0595e+000 +1.2831e+000 -1.6013e+000 +3.3452e+000 -1.6902e-001 +4.3370e-002 -5.0000e+000
1006 0 +4.239969506e+000 -1.270003049e+001 -1.270003049e+001 +3.3573e+000 +2.2681e+000 -2.0207e-001 +2.8881e+000 -9.2758e-001 -7.8854e-001 +3.6631e+000 -5.5588e-001 +1.6599e+000 -2.0017e+000
1354 0 +3.308504830e+000 -1.363149517e+001 -1.363149517e+001 +3.8636e+000 +2.4362e+000 -6.1089e-002 +2.8428e+000 -1.3892e-001 -1.1577e+000 +4.1885e+000 -8.8528e-001 +1.2587e+000 -2.0519e+000
1482 0 +3.039293745e+000 -1.390070625e+001 -1.390070625e+001 +4.1069e+000 +2.3118e+000 -1.0850e+000 +2.1660e+000 +5.4912e-001 -1.3855e+000 +3.0555e+000 -1.0261e+000 +8.4312e-001 -2.3282e+000
1534 0 +2.772400908e+000 -1.416759909e+001 -1.416759909e+001 +5.0265e+000 +2.3957e+000 -1.6435e+000 +2.7793e+000 +3.4083e-001 -1.4772e+000 +2.8079e+000 -1.3057e+000 +4.7643e-001 -2.1342e+000
2327 0 +2.703710135e+000 -1.423628986e+001 -1.423628986e+001 +3.8613e+000 +2.1397e+000 -1.8092e-001 +2.3669e+000 +4.5110e-002 -1.3247e+000 +3.9804e+000 -7.3012e-001 +1.7861e+000 -1.4943e+000
3134 0 +2.473762414e+000 -1.446623759e+001 -1.446623759e+001 +4.6879e+000 +2.5256e+000 -2.0828e+000 +2.1033e+000 +9.9748e-001 -1.5364e+000 +2.2601e+000 -1.3919e+000 +1.4321e-002 -2.6779e+000
5334 0 +2.142122264e+000 -1.479787774e+001 -1.479787774e+001 +3.8705e+000 +2.4875e+000 -1.6555e+000 +1.4288e+000 +1.3043e+000 -1.5010e+000 +2.4671e+000 -1.1638e+000 +3.4938e-001 -2.7256e+000
5905 0 +2.061203898e+000 -1.487879610e+001 -1.487879610e+001 +3.3140e+000 +2.2128e+000 -1.3369e+000 +9.6716e-001 +1.0615e+000 -1.7634e+000 +2.6909e+000 -1.5061e+000 +4.5323e-001 -1.5894e+000
6396 0 +2.014582688e+000 -1.492541731e+001 -1.492541731e+001 +3.3770e+000 +2.2487e+000 -1.3603e+000 +1.0208e+000 +1.0965e+000 -1.7156e+000 +2.6724e+000 -1.4543e+000 +4.6479e-001 -1.7511e+000
7196 0 +1.991703872e+000 -1.494829613e+001 -1.494829613e+001 +3.4111e+000 +2.3686e+000 -1.5193e+000 +1.0817e+000 +1.2203e+000 -1.6300e+000 +2.9088e+000 -1.6271e+000 +4.4522e-001 -1.5157e+000
7765 0 +1.943646738e+000 -1.499635326e+001 -1.499635326e+001 +3.5905e+000 +2.6392e+000 -1.4858e+000 +1.3026e+000 +9.3645e-001 -1.8024e+000 +3.0811e+000 -1.8091e+000 +6.1461e-001 -1.4142e+000
8696 0 +1.637450698e+000 -1.530254930e+001 -1.530254930e+001 +3.6064e+000 +2.5790e+000 -1.9963e+000 +1.2332e+000 +1.5999e+000 -1.3283e+000 +3.3122e+000 -1.9836e+000 +2.3751e-001 -1.2143e+000
8788 0 +1.582196993e+000 -1.535780301e+001 -1.535780301e+001 +3.3035e+000 +2.2808e+000 -1.9460e+000 +1.0556e+000 +1.8370e+000 -1.2427e+000 +3.5706e+000 -1.7783e+000 +5.6727e-001 -2.5770e+000
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.881000000000e+001) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.610359773e+000 +2.542035977e+001 +2.542035977e+001 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
262 0 +5.586074766e+000 +2.439607477e+001 +2.439607477e+001 +2.3992e+000 +2.5813e-001 -8.7233e-001 +1.6789e+000 +5.7824e-001 -2.3861e+000 -4.9471e-001 +1.8295e+000 -5.3186e-002 +1.8239e+000
498 0 +5.071895571e+000 +2.388189557e+001 +2.388189557e+001 +1.4864e+000 -2.7459e-001 -8.9162e-001 +1.5053e+000 +3.6320e-001 -2.5413e+000 -1.4760e-001 +1.3370e+000 +6.1112e-001 +1.8884e+000
1288 0 +4.669129656e+000 +2.347912966e+001 +2.347912966e+001 +1.1085e+000 -7.7098e-001 -1.0333e+000 +2.1803e-001 +7.1936e-001 -1.9783e+000 -5.7347e-001 +2.0895e+000 +1.2942e+000 +2.1505e+000
1448 0 +4.415523664e+000 +2.322552366e+001 +2.322552366e+001 +1.5306e+000 -5.4036e-001 -1.0470e+000 +4.0746e-001 +8.4115e-001 -1.9319e+000 -7.3483e-001 +2.1668e+000 +8.5280e-001 +2.2464e+000
1777 0 +4.070936904e+000 +2.288093690e+001 +2.288093690e+001 -3.3673e-001 -6.6732e-001 -1.6676e+000 -6.1939e-001 +9.3704e-001 -1.4478e+000 -3.0382e-001 +2.1798e-001 +1.2842e+000 +2.3368e+000
2348 0 +3.088102077e+000 +2.189810208e+001 +2.189810208e+001 +1.2202e-001 -5.5203e-001 -1.5618e+000 -3.4498e-001 +9.4302e-001 -1.5347e+000 -4.0961e-001 +5.5188e-001 +1.0576e+000 +2.3497e+000
4082 0 +2.348759419e+000 +2.115875942e+001 +2.115875942e+001 +9.6876e-002 -5.1445e-001 -1.4338e+000 -4.0365e-001 +8.2491e-001 -1.6451e+000 -2.8554e-001 +5.7045e-001 +1.2646e+000 +2.3597e+000
5148 0 +2.215713854e+000 +2.102571385e+001 +2.102571385e+001 -2.6364e-002 -5.9343e-001 -1.4561e+000 -4.8287e-001 +8.2367e-001 -1.6231e+000 -2.7246e-001 +5.4890e-001 +1.3610e+000 +2.3372e+000
6348 0 +2.151410370e+000 +2.096141037e+001 +2.096141037e+001 -6.8720e-003 -5.8111e-001 -1.4530e+000 -4.7021e-001 +8.2423e-001 -1.6262e+000 -2.7491e-001 +5.5224e-001 +1.3452e+000 +2.3407e+000
% f evaluations | g evaluations | best noise-free fitness - Fopt (2.731500000000e+002) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.717862980e+001 +3.003286298e+002 +3.003286298e+002 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
3 0 +2.374290076e+001 +2.968929008e+002 +2.968929008e+002 -1.2909e+000 +3.2662e+000 -7.0364e-001 +1.0448e+000 +2.6199e+000 +4.5733e+000 +9.2560e-001 +4.7710e+000 -2.2041e-001 +7.6810e-001
4 0 +2.072540473e+001 +2.938754047e+002 +2.938754047e+002 -1.1993e-002 +4.9440e+000 -1.3362e+000 -3.0190e+000 -1.2823e-001 -2.6220e+000 +2.5072e+000 -3.3459e+000 +3.7155e+000 -3.5042e+000
5 0 +1.657176034e+001 +2.897217603e+002 +2.897217603e+002 -3.3733e+000 +2.1437e+000 -3.9594e+000 +1.8347e+000 -3.0967e+000 +6.2828e-001 +4.6930e+000 -4.7465e+000 -1.4887e-001 +1.9395e+000
32 0 +1.216152569e+001 +2.853115257e+002 +2.853115257e+002 +5.2263e-001 +8.7028e-001 -2.2535e+000 +1.0500e-001 -2.4892e-001 -2.0078e+000 +4.0715e-001 -2.2608e+000 +2.2623e+000 +4.7204e+000
72 0 +1.188099673e+001 +2.850309967e+002 +2.850309967e+002 -2.3723e+000 +2.3288e+000 +3.2853e-001 +2.9091e-001 +3.6331e+000 -3.8492e+000 +3.8762e+000 -1.4629e-001 +6.9238e-001 +4.1323e+000
