% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.620900000000e+002) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.262090927e+002 -2.358809073e+002 -2.358809073e+002 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
257 0 +2.149110390e+002 -2.471789610e+002 -2.471789610e+002 +5.9643e-002 -1.0249e+000 -4.5773e-001 -3.2452e+000 +5.4237e-001 +1.3916e+000 +3.5770e-001 +3.6041e+000 +1.3902e+000 -6.9819e-001
354 0 +2.104692582e+002 -2.516207418e+002 -2.516207418e+002 -8.7347e-002 -1.1586e+000 -4.0841e-001 -3.9521e+000 +6.3853e-001 +1.8039e+000 +9.2274e-001 +4.1263e+000 +1.5428e+000 -3.0537e-001
374 0 +1.786155332e+002 -2.834744668e+002 -2.834744668e+002 +6.7325e-001 +5.3008e-001 +7.1992e-001 -2.2498e+000 +1.1105e+000 +7.6970e-001 -2.3553e-001 +1.9236e+000 -2.7996e-001 -6.5552e-001
402 0 +1.760454907e+002 -2.860445093e+002 -2.860445093e+002 +1.2095e+000 +1.6389e+000 +1.7473e+000 -1.5451e+000 +1.1161e+000 +3.2134e+000 -1.7538e-001 +1.6766e+000 +9.6717e-001 +1.3392e+000
491 0 +1.499911274e+002 -3.120988726e+002 -3.120988726e+002 +1.4933e+000 +1.1606e+000 -5.1407e-002 -2.0283e+000 +1.5387e+000 +1.1759e+000 +1.2311e+000 +1.7407e+000 -5.2197e-001 -8.5946e-001
646 0 +1.464803302e+002 -3.156096698e+002 -3.156096698e+002 +1.5128e+000 +9.3398e-001 -2.0992e-001 -2.1888e+000 +1.6335e+000 +1.0932e+000 +1.2150e+000 +1.7226e+000 -7.0633e-001 -6.8461e-001
725 0 +1.411554568e+002 -3.209345432e+002 -3.209345432e+002 +6.3813e-001 +5.9273e-001 -4.0397e-001 -2.1549e+000 +1.0736e+000 +1.2012e+000 +7.0826e-001 +2.1653e+000 +8.1364e-002 -8.5208e-001
804 0 +1.271567643e+002 -3.349332357e+002 -3.349332357e+002 +2.7677e-001 +1.7912e+000 +4.5161e-001 -1.4957e+000 +4.9794e-001 +2.6617e+000 +1.5931e+000 +3.1819e+000 +4.6558e-001 +3.3899e-001
811 0 +1.244800514e+002 -3.376099486e+002 -3.376099486e+002 +3.5058e-001 +1.7615e+000 +1.7473e+000 -1.5152e+000 +1.9618e+000 +1.5207e+000 +2.3532e+000 +2.9632e+000 +1.4647e+000 -5.2733e-002
815 0 +1.153790528e+002 -3.467109472e+002 -3.467109472e+002 +2.7882e-001 +2.1229e+000 +4.3528e-001 -1.3385e+000 +1.8510e+000 +1.6481e+000 +2.4852e+000 +2.0248e+000 +1.1613e+000 -1.0930e-001
889 0 +8.915544051e+001 -3.729345595e+002 -3.729345595e+002 -9.6504e-001 +2.1943e+000 +1.2988e+000 -3.0754e-001 +1.1021e+000 +1.6113e+000 +2.5158e+000 +2.8348e+000 +1.7481e+000 +1.0393e-001
1077 0 +8.806800340e+001 -3.740219966e+002 -3.740219966e+002 -9.3102e-001 +2.2038e+000 +1.2725e+000 -3.3033e-001 +1.0772e+000 +1.5734e+000 +2.4965e+000 +2.8514e+000 +1.7596e+000 +9.4724e-002
1089 0 +8.604283736e+001 -3.760471626e+002 -3.760471626e+002 -9.7597e-001 +2.1990e+000 +1.3069e+000 -2.9401e-001 +1.1094e+000 +1.6206e+000 +2.5356e+000 +2.8524e+000 +1.7617e+000 +1.1162e-001
1125 0 +8.393493291e+001 -3.781550671e+002 -3.781550671e+002 -1.0763e+000 +2.2375e+000 +1.5255e+000 -3.1153e-002 +1.1573e+000 +1.5875e+000 +2.7823e+000 +2.7218e+000 +1.7780e+000 +5.6674e-002
1174 0 +7.771060798e+001 -3.843793920e+002 -3.843793920e+002 -7.7827e-001 +2.2201e+000 +1.2849e+000 -4.5584e-001 +1.0286e+000 +1.5877e+000 +2.2329e+000 +2.7326e+000 +1.4443e+000 +1.8076e-002
1202 0 +7.464758923e+001 -3.874424108e+002 -3.874424108e+002 +1.3430e-001 +2.4446e+000 +1.2820e+000 -1.0157e+000 +1.5442e+000 +1.7507e+000 +2.1232e+000 +3.0568e+000 +1.1221e+000 +1.0034e-001
1311 0 +6.985416273e+001 -3.922358373e+002 -3.922358373e+002 -5.6626e-001 +2.3704e+000 +1.2999e+000 -4.5433e-001 +1.2728e+000 +1.6393e+000 +2.2359e+000 +2.9510e+000 +1.4313e+000 +1.2518e-001
1329 0 +5.895090479e+001 -4.031390952e+002 -4.031390952e+002 +3.6804e-001 +2.2788e+000 +9.3761e-001 -1.1856e+000 +1.6566e+000 +1.7120e+000 +2.0791e+000 +2.7589e+000 +1.0296e+000 -2.7379e-003
