% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.235000000000e+001) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.680316576e+001 -1.554683424e+001 -1.554683424e+001 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
252 0 +3.657988508e+001 -1.577011492e+001 -1.577011492e+001 +2.7448e+000 -2.7132e+000 -1.4901e+000 -3.4616e+000 +2.0025e+000 +6.3867e-001 -1.9037e+000 -1.5980e+000 +2.6550e+000 -4.4661e-002 +3.6383e+000 -4.0999e+000 +3.0446e+000 +2.4498e-002 +2.4214e+000 -4.1974e+000 -4.8968e+000 +4.3054e-001 +2.1591e+000 -2.0864e+000
260 0 +2.790129438e+001 -2.444870562e+001 -2.444870562e+001 +1.9199e-001 -3.9089e+000 -5.1916e-001 -2.1330e+000 -3.9646e-001 +4.6739e-001 -3.4961e-001 +1.1279e+000 +3.1435e+000 +1.3290e+000 +3.4718e+000 -3.6606e+000 +1.6713e+000 -3.3133e-001 +1.2482e+000 -9.6654e-001 -3.8725e+000 -1.4752e-002 +2.6185e+000 -7.2516e-001
308 0 +1.849300009e+001 -3.385699991e+001 -3.385699991e+001 +6.3314e-001 -3.3913e+000 -1.4609e+000 -1.9738e+000 +2.3127e-001 -7.2683e-001 -1.0377e+000 -5.1777e-001 +1.3300e+000 +4.1052e-001 +3.1352e+000 -3.5400e+000 +1.7366e+000 -3.0314e-001 +2.9220e-001 -3.0346e-001 -3.6551e+000 -9.4905e-001 +2.3648e+000 -3.1346e+000
459 0 +1.759796419e+001 -3.475203581e+001 -3.475203581e+001 -4.3305e-001 -3.3135e+000 -3.1149e-001 -1.9998e+000 -1.5453e+000 -9.0352e-001 -9.1823e-001 +4.7421e-001 +2.0362e+000 +8.5401e-002 +1.4967e+000 -3.6093e+000 +1.1025e+000 -3.6732e-001 +2.6321e-002 -4.5374e-002 -2.0254e+000 -1.1339e+000 +2.3107e+000 -2.7994e+000
520 0 +1.687930329e+001 -3.547069671e+001 -3.547069671e+001 +3.9940e-001 -3.1478e+000 +2.3640e-001 -1.3697e+000 -2.1571e+000 -1.1033e+000 -9.8961e-001 +3.0478e-003 +2.2063e+000 -1.7621e+000 +9.1304e-001 -2.4128e+000 +9.7676e-001 -8.0119e-001 +5.0202e-001 -2.0878e-001 -3.4490e+000 -1.3475e+000 +2.7499e+000 -3.8997e+000
617 0 +1.570693168e+001 -3.664306832e+001 -3.664306832e+001 -9.7859e-001 -3.8888e+000 -5.3060e-001 -1.2531e+000 -1.4060e+000 -7.3247e-001 -9.8595e-001 -1.7425e+000 +1.7361e+000 -2.1524e+000 -5.0555e-001 -2.5961e+000 +1.0844e+000 -9.8713e-001 +2.5891e-001 -6.7682e-001 -9.4922e-001 -2.8951e+000 +1.0089e+000 -4.9779e+000
760 0 +1.453349286e+001 -3.781650714e+001 -3.781650714e+001 -3.2593e-002 -3.7933e+000 +1.0176e-001 -1.3439e+000 -1.3250e+000 -5.7623e-001 -1.1914e+000 -4.6608e-001 +1.9555e+000 -9.5226e-001 +1.1873e+000 -2.6630e+000 +1.8570e+000 -4.7469e-001 +8.3051e-001 -7.7984e-001 -2.7536e+000 -1.6193e+000 +1.9697e+000 -3.8521e+000
811 0 +1.444922803e+001 -3.790077197e+001 -3.790077197e+001 -1.0014e+000 -3.1286e+000 -1.2251e-001 -1.0899e-001 -4.3605e-001 +7.6624e-001 -4.7368e-001 -1.6289e+000 +2.8299e-001 -1.5436e+000 +3.2799e-002 -1.2477e+000 +1.7605e+000 -1.0909e+000 +5.0790e-001 -5.3614e-001 -1.7839e+000 -1.0140e+000 +5.1742e-001 -4.1562e+000
844 0 +1.373136454e+001 -3.861863546e+001 -3.861863546e+001 -7.1651e-001 -4.0402e+000 +6.6127e-001 -7.6393e-001 -1.5303e+000 -3.4436e-001 -9.2006e-001 -2.2502e-001 +2.2444e+000 -8.8275e-001 +5.7434e-001 -2.0892e+000 +1.5863e+000 -4.3400e-001 +1.0296e+000 -8.1866e-001 -1.8621e+000 -1.5889e+000 +1.8210e+000 -4.1551e+000
