% f evaluations | g evaluations | best noise-free fitness - Fopt (2.997000000000e+001) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.624029901e+003 +1.653999901e+003 +1.653999901e+003 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
13 0 +1.337951065e+003 +1.367921065e+003 +1.367921065e+003 -7.1534e-001 -1.4888e+000 -5.0077e-001 +5.1539e-001 -1.0854e+000 -1.5407e+000 -4.2568e+000 -2.4285e+000 +7.4830e-002 +3.1444e+000
23 0 +7.543319130e+002 +7.843019130e+002 +7.843019130e+002 -1.2500e-001 -3.2460e+000 -2.8794e+000 +1.0956e+000 +4.1602e+000 +4.5149e-001 -4.0893e+000 -4.1954e+000 +1.7955e+000 +1.2532e+000
209 0 +7.270737280e+002 +7.570437280e+002 +7.570437280e+002 +1.1038e+000 -1.6022e+000 -4.7193e-001 -2.9104e-001 +3.1200e+000 +7.4590e-001 -3.5892e+000 -1.6805e+000 +8.0362e-001 -7.8408e-001
247 0 +6.830763376e+002 +7.130463376e+002 +7.130463376e+002 +2.1426e-001 -2.2079e+000 -1.5958e+000 +2.1159e-001 +4.6173e+000 -8.7152e-001 -5.1837e+000 -2.7533e+000 +1.6115e+000 +9.3838e-001
300 0 +6.364057181e+002 +6.663757181e+002 +6.663757181e+002 -8.7291e-001 -2.4436e+000 -3.2741e+000 -2.0254e-001 +4.0518e+000 +1.2273e+000 -4.3297e+000 -2.9379e+000 +9.6964e-001 +1.1744e+000
395 0 +5.466243906e+002 +5.765943906e+002 +5.765943906e+002 -9.1610e-001 -2.4503e+000 -3.1101e+000 -7.3444e-001 +1.2852e+000 +3.7049e+000 -3.7170e+000 -3.0147e+000 +1.7464e+000 +6.5387e-001
409 0 +5.254236400e+002 +5.553936400e+002 +5.553936400e+002 -9.2233e-001 -1.5718e+000 -2.9814e+000 -8.0706e-001 +2.3945e+000 +2.6904e+000 -3.7544e+000 -1.9740e+000 +6.9061e-001 +5.1513e-001
425 0 +4.964021310e+002 +5.263721310e+002 +5.263721310e+002 -3.8375e-001 -2.0778e+000 -3.5885e+000 -1.1368e-001 +1.9809e+000 +2.8801e+000 -4.4783e+000 -3.4457e+000 +1.7497e+000 +6.0101e-001
514 0 +4.112409455e+002 +4.412109455e+002 +4.412109455e+002 +2.4229e-001 -2.0629e+000 -3.3307e+000 -4.2190e-001 +2.3306e+000 +2.3555e+000 -4.1465e+000 -2.5538e+000 +1.0759e+000 +7.1729e-001
652 0 +3.984725283e+002 +4.284425283e+002 +4.284425283e+002 +6.9952e-001 -2.2037e+000 -3.9128e+000 -7.6153e-001 +2.1383e+000 +2.2329e+000 -4.8107e+000 -2.8505e+000 +1.0096e+000 +3.3830e-001
721 0 +3.785074411e+002 +4.084774411e+002 +4.084774411e+002 +2.0292e+000 -2.1505e+000 -3.5896e+000 -1.8644e+000 +3.4331e+000 +2.3927e+000 -5.6173e+000 -3.1800e+000 +5.5336e-001 +3.0134e-001
808 0 +3.696768218e+002 +3.996468218e+002 +3.996468218e+002 +3.9581e-001 -1.4285e+000 -3.2363e+000 -7.7328e-001 +2.7833e+000 +3.1814e+000 -3.6175e+000 -2.6356e+000 +5.5428e-001 +8.0639e-001
809 0 +3.489047770e+002 +3.788747770e+002 +3.788747770e+002 +1.6586e+000 -2.0723e+000 -3.6581e+000 -1.4589e+000 +3.1809e+000 +2.1399e+000 -5.2479e+000 -2.8148e+000 +5.1456e-001 +3.9959e-001
820 0 +2.917803761e+002 +3.217503761e+002 +3.217503761e+002 +1.4766e+000 -1.6475e+000 -2.7601e+000 -5.5587e-001 +4.5554e+000 +1.9580e+000 -4.9477e+000 -2.9316e+000 +8.2821e-001 +1.0496e+000
912 0 +2.784383803e+002 +3.084083803e+002 +3.084083803e+002 +1.9317e+000 -2.0946e+000 -2.6046e+000 -1.2876e+000 +4.3009e+000 +2.8775e+000 -4.3114e+000 -3.1441e+000 +3.8241e-001 +6.4744e-001
984 0 +2.740431442e+002 +3.040131442e+002 +3.040131442e+002 +1.9558e+000 -1.6581e+000 -3.0122e+000 -1.5206e+000 +3.6446e+000 +3.0141e+000 -4.9583e+000 -3.3312e+000 +4.7164e-001 +6.1251e-001
1012 0 +2.644328522e+002 +2.944028522e+002 +2.944028522e+002 +1.4173e+000 -1.7290e+000 -2.7202e+000 -8.4739e-001 +3.5503e+000 +2.2846e+000 -3.8294e+000 -2.5574e+000 +2.7913e-001 +6.1214e-001
1088 0 +2.481360918e+002 +2.781060918e+002 +2.781060918e+002 +1.9417e+000 -1.5591e+000 -2.9342e+000 -1.8039e+000 +3.7025e+000 +2.8578e+000 -4.5344e+000 -2.9223e+000 +4.0901e-001 +5.9951e-001
1140 0 +2.435002350e+002 +2.734702350e+002 +2.734702350e+002 +1.8020e+000 -1.3783e+000 -2.9575e+000 -1.8774e+000 +3.6083e+000 +3.0389e+000 -4.5442e+000 -2.8805e+000 +3.9823e-001 +5.2229e-001
1176 0 +2.339831649e+002 +2.639531649e+002 +2.639531649e+002 +1.6176e+000 -1.3472e+000 -2.9881e+000 -1.1543e+000 +3.9197e+000 +2.7142e+000 -4.1948e+000 -3.0629e+000 +5.9135e-001 +9.0865e-001
1234 0 +2.258478993e+002 +2.558178993e+002 +2.558178993e+002 +1.8625e+000 -1.4285e+000 -3.0508e+000 -1.4448e+000 +3.7649e+000 +2.8134e+000 -4.4028e+000 -3.0472e+000 +4.9472e-001 +7.1920e-001
1328 0 +2.189106860e+002 +2.488806860e+002 +2.488806860e+002 +1.9137e+000 -1.2754e+000 -2.9650e+000 -1.4178e+000 +4.0108e+000 +2.7766e+000 -4.3319e+000 -3.1231e+000 +5.0028e-001 +7.5545e-001
1428 0 +2.144486585e+002 +2.444186585e+002 +2.444186585e+002 +1.9310e+000 -1.1166e+000 -2.9972e+000 -1.5062e+000 +3.8786e+000 +2.8759e+000 -4.4637e+000 -3.1332e+000 +4.7459e-001 +5.9357e-001
1474 0 +2.115458903e+002 +2.415158903e+002 +2.415158903e+002 +1.8210e+000 -1.1579e+000 -2.9031e+000 -1.5529e+000 +4.2212e+000 +2.6196e+000 -4.5020e+000 -3.1577e+000 +4.1409e-001 +7.4789e-001
1497 0 +1.925460513e+002 +2.225160513e+002 +2.225160513e+002 +1.9824e+000 -1.5854e+000 -2.5947e+000 -1.3473e+000 +3.9898e+000 +2.5821e+000 -4.2479e+000 -3.1161e+000 +6.6680e-001 +3.0157e-002
1503 0 +1.834485122e+002 +2.134185122e+002 +2.134185122e+002 +1.9032e+000 -1.5091e+000 -2.7203e+000 -1.2796e+000 +4.0843e+000 +2.7631e+000 -4.1508e+000 -3.2244e+000 +6.9866e-001 +2.9690e-002
1608 0 +1.650510191e+002 +1.950210191e+002 +1.950210191e+002 +1.6332e+000 -1.4644e+000 -2.8975e+000 -1.0544e+000 +3.8058e+000 +2.5716e+000 -4.1812e+000 -3.0937e+000 +5.5792e-001 +1.8739e-001
1718 0 +1.557566362e+002 +1.857266362e+002 +1.857266362e+002 +1.4975e+000 -1.5415e+000 -2.7708e+000 -9.8280e-001 +3.6914e+000 +2.4989e+000 -4.0512e+000 -3.0502e+000 +5.5892e-001 -1.1129e-001
1831 0 +1.453707957e+002 +1.753407957e+002 +1.753407957e+002 +1.6144e+000 -1.6000e+000 -2.8087e+000 -1.0434e+000 +3.7309e+000 +2.4988e+000 -4.1262e+000 -3.0347e+000 +4.8516e-001 -1.3530e-001
1918 0 +1.444383813e+002 +1.744083813e+002 +1.744083813e+002 +1.7757e+000 -1.4675e+000 -2.8453e+000 -1.1566e+000 +3.9487e+000 +2.4931e+000 -4.2699e+000 -3.0707e+000 +4.5173e-001 +9.2467e-002
1975 0 +1.404783329e+002 +1.704483329e+002 +1.704483329e+002 +1.6045e+000 -1.6308e+000 -2.7977e+000 -1.0254e+000 +3.7325e+000 +2.4681e+000 -4.1191e+000 -3.0233e+000 +4.5785e-001 -2.0706e-001
1992 0 +1.349812932e+002 +1.649512932e+002 +1.649512932e+002 +1.3826e+000 -1.5371e+000 -2.7777e+000 -1.0855e+000 +3.6341e+000 +2.4374e+000 -3.9837e+000 -3.0451e+000 +5.7288e-001 -4.0909e-001
2011 0 +1.224845964e+002 +1.524545964e+002 +1.524545964e+002 +1.4044e+000 -1.5085e+000 -2.7558e+000 -1.1977e+000 +3.6802e+000 +2.4504e+000 -3.9780e+000 -3.0571e+000 +5.6285e-001 -4.9254e-001
2018 0 +1.200816156e+002 +1.500516156e+002 +1.500516156e+002 +1.3659e+000 -1.4842e+000 -2.7962e+000 -1.1978e+000 +3.6776e+000 +2.3936e+000 -3.9923e+000 -3.0551e+000 +5.6957e-001 -5.2491e-001
2108 0 +1.072612700e+002 +1.372312700e+002 +1.372312700e+002 +1.5579e+000 -1.4779e+000 -2.8533e+000 -1.4685e+000 +3.7440e+000 +2.5083e+000 -4.2542e+000 -2.9496e+000 +3.0131e-001 -4.4141e-001
2150 0 +1.036066560e+002 +1.335766560e+002 +1.335766560e+002 +1.5273e+000 -1.6072e+000 -2.8646e+000 -1.4294e+000 +3.7249e+000 +2.3917e+000 -4.2572e+000 -2.9532e+000 +3.5904e-001 -6.7409e-001
